block_id,split,country,city,top_left_row,top_left_col,top_left_patch_id,top_left_coarse_label,top_right_patch_id,top_right_coarse_label,bottom_left_patch_id,bottom_left_coarse_label,bottom_right_patch_id,bottom_right_coarse_label,n_valid,n_built,all_four_valid,has_built_up,use_for_block_training,is_tiling_anchor,use_for_tiling_eval
Italy_Bologna_r000_c008_2x2,train,Italy,Bologna,0,8,Italy_Bologna_r000_c008_x1280_y0_s160,3,Italy_Bologna_r000_c009_x1440_y0_s160,3,Italy_Bologna_r001_c008_x1280_y160_s160,3,Italy_Bologna_r001_c009_x1440_y160_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r000_c009_2x2,train,Italy,Bologna,0,9,Italy_Bologna_r000_c009_x1440_y0_s160,3,Italy_Bologna_r000_c010_x1600_y0_s160,3,Italy_Bologna_r001_c009_x1440_y160_s160,3,Italy_Bologna_r001_c010_x1600_y160_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r000_c010_2x2,train,Italy,Bologna,0,10,Italy_Bologna_r000_c010_x1600_y0_s160,3,Italy_Bologna_r000_c011_x1760_y0_s160,3,Italy_Bologna_r001_c010_x1600_y160_s160,3,Italy_Bologna_r001_c011_x1760_y160_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r000_c011_2x2,train,Italy,Bologna,0,11,Italy_Bologna_r000_c011_x1760_y0_s160,3,Italy_Bologna_r000_c012_x1794_y0_s160,3,Italy_Bologna_r001_c011_x1760_y160_s160,3,Italy_Bologna_r001_c012_x1794_y160_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c000_2x2,train,Italy,Bologna,1,0,Italy_Bologna_r001_c000_x0_y160_s160,3,Italy_Bologna_r001_c001_x160_y160_s160,3,Italy_Bologna_r002_c000_x0_y320_s160,3,Italy_Bologna_r002_c001_x160_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c001_2x2,train,Italy,Bologna,1,1,Italy_Bologna_r001_c001_x160_y160_s160,3,Italy_Bologna_r001_c002_x320_y160_s160,3,Italy_Bologna_r002_c001_x160_y320_s160,3,Italy_Bologna_r002_c002_x320_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c002_2x2,train,Italy,Bologna,1,2,Italy_Bologna_r001_c002_x320_y160_s160,3,Italy_Bologna_r001_c003_x480_y160_s160,3,Italy_Bologna_r002_c002_x320_y320_s160,3,Italy_Bologna_r002_c003_x480_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c003_2x2,train,Italy,Bologna,1,3,Italy_Bologna_r001_c003_x480_y160_s160,3,Italy_Bologna_r001_c004_x640_y160_s160,3,Italy_Bologna_r002_c003_x480_y320_s160,3,Italy_Bologna_r002_c004_x640_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c004_2x2,train,Italy,Bologna,1,4,Italy_Bologna_r001_c004_x640_y160_s160,3,Italy_Bologna_r001_c005_x800_y160_s160,3,Italy_Bologna_r002_c004_x640_y320_s160,3,Italy_Bologna_r002_c005_x800_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c005_2x2,train,Italy,Bologna,1,5,Italy_Bologna_r001_c005_x800_y160_s160,3,Italy_Bologna_r001_c006_x960_y160_s160,3,Italy_Bologna_r002_c005_x800_y320_s160,3,Italy_Bologna_r002_c006_x960_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c006_2x2,train,Italy,Bologna,1,6,Italy_Bologna_r001_c006_x960_y160_s160,3,Italy_Bologna_r001_c007_x1120_y160_s160,3,Italy_Bologna_r002_c006_x960_y320_s160,3,Italy_Bologna_r002_c007_x1120_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c007_2x2,train,Italy,Bologna,1,7,Italy_Bologna_r001_c007_x1120_y160_s160,3,Italy_Bologna_r001_c008_x1280_y160_s160,3,Italy_Bologna_r002_c007_x1120_y320_s160,3,Italy_Bologna_r002_c008_x1280_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c008_2x2,train,Italy,Bologna,1,8,Italy_Bologna_r001_c008_x1280_y160_s160,3,Italy_Bologna_r001_c009_x1440_y160_s160,3,Italy_Bologna_r002_c008_x1280_y320_s160,3,Italy_Bologna_r002_c009_x1440_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c009_2x2,train,Italy,Bologna,1,9,Italy_Bologna_r001_c009_x1440_y160_s160,3,Italy_Bologna_r001_c010_x1600_y160_s160,3,Italy_Bologna_r002_c009_x1440_y320_s160,3,Italy_Bologna_r002_c010_x1600_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c010_2x2,train,Italy,Bologna,1,10,Italy_Bologna_r001_c010_x1600_y160_s160,3,Italy_Bologna_r001_c011_x1760_y160_s160,3,Italy_Bologna_r002_c010_x1600_y320_s160,3,Italy_Bologna_r002_c011_x1760_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r001_c011_2x2,train,Italy,Bologna,1,11,Italy_Bologna_r001_c011_x1760_y160_s160,3,Italy_Bologna_r001_c012_x1794_y160_s160,3,Italy_Bologna_r002_c011_x1760_y320_s160,3,Italy_Bologna_r002_c012_x1794_y320_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r002_c000_2x2,train,Italy,Bologna,2,0,Italy_Bologna_r002_c000_x0_y320_s160,3,Italy_Bologna_r002_c001_x160_y320_s160,3,Italy_Bologna_r003_c000_x0_y480_s160,3,Italy_Bologna_r003_c001_x160_y480_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r002_c001_2x2,train,Italy,Bologna,2,1,Italy_Bologna_r002_c001_x160_y320_s160,3,Italy_Bologna_r002_c002_x320_y320_s160,3,Italy_Bologna_r003_c001_x160_y480_s160,3,Italy_Bologna_r003_c002_x320_y480_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r002_c002_2x2,train,Italy,Bologna,2,2,Italy_Bologna_r002_c002_x320_y320_s160,3,Italy_Bologna_r002_c003_x480_y320_s160,3,Italy_Bologna_r003_c002_x320_y480_s160,3,Italy_Bologna_r003_c003_x480_y480_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r002_c003_2x2,train,Italy,Bologna,2,3,Italy_Bologna_r002_c003_x480_y320_s160,3,Italy_Bologna_r002_c004_x640_y320_s160,3,Italy_Bologna_r003_c003_x480_y480_s160,3,Italy_Bologna_r003_c004_x640_y480_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r002_c004_2x2,train,Italy,Bologna,2,4,Italy_Bologna_r002_c004_x640_y320_s160,3,Italy_Bologna_r002_c005_x800_y320_s160,3,Italy_Bologna_r003_c004_x640_y480_s160,4,Italy_Bologna_r003_c005_x800_y480_s160,4,4,4,true,true,true,true,true
Italy_Bologna_r002_c005_2x2,train,Italy,Bologna,2,5,Italy_Bologna_r002_c005_x800_y320_s160,3,Italy_Bologna_r002_c006_x960_y320_s160,3,Italy_Bologna_r003_c005_x800_y480_s160,4,Italy_Bologna_r003_c006_x960_y480_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r002_c006_2x2,train,Italy,Bologna,2,6,Italy_Bologna_r002_c006_x960_y320_s160,3,Italy_Bologna_r002_c007_x1120_y320_s160,3,Italy_Bologna_r003_c006_x960_y480_s160,4,Italy_Bologna_r003_c007_x1120_y480_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r002_c007_2x2,train,Italy,Bologna,2,7,Italy_Bologna_r002_c007_x1120_y320_s160,3,Italy_Bologna_r002_c008_x1280_y320_s160,3,Italy_Bologna_r003_c007_x1120_y480_s160,3,Italy_Bologna_r003_c008_x1280_y480_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r002_c008_2x2,train,Italy,Bologna,2,8,Italy_Bologna_r002_c008_x1280_y320_s160,3,Italy_Bologna_r002_c009_x1440_y320_s160,3,Italy_Bologna_r003_c008_x1280_y480_s160,3,Italy_Bologna_r003_c009_x1440_y480_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r002_c009_2x2,train,Italy,Bologna,2,9,Italy_Bologna_r002_c009_x1440_y320_s160,3,Italy_Bologna_r002_c010_x1600_y320_s160,3,Italy_Bologna_r003_c009_x1440_y480_s160,3,Italy_Bologna_r003_c010_x1600_y480_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r002_c010_2x2,train,Italy,Bologna,2,10,Italy_Bologna_r002_c010_x1600_y320_s160,3,Italy_Bologna_r002_c011_x1760_y320_s160,3,Italy_Bologna_r003_c010_x1600_y480_s160,3,Italy_Bologna_r003_c011_x1760_y480_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r002_c011_2x2,train,Italy,Bologna,2,11,Italy_Bologna_r002_c011_x1760_y320_s160,3,Italy_Bologna_r002_c012_x1794_y320_s160,3,Italy_Bologna_r003_c011_x1760_y480_s160,3,Italy_Bologna_r003_c012_x1794_y480_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r003_c000_2x2,train,Italy,Bologna,3,0,Italy_Bologna_r003_c000_x0_y480_s160,3,Italy_Bologna_r003_c001_x160_y480_s160,3,Italy_Bologna_r004_c000_x0_y640_s160,3,Italy_Bologna_r004_c001_x160_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c001_2x2,train,Italy,Bologna,3,1,Italy_Bologna_r003_c001_x160_y480_s160,3,Italy_Bologna_r003_c002_x320_y480_s160,3,Italy_Bologna_r004_c001_x160_y640_s160,4,Italy_Bologna_r004_c002_x320_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c002_2x2,train,Italy,Bologna,3,2,Italy_Bologna_r003_c002_x320_y480_s160,3,Italy_Bologna_r003_c003_x480_y480_s160,3,Italy_Bologna_r004_c002_x320_y640_s160,4,Italy_Bologna_r004_c003_x480_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c003_2x2,train,Italy,Bologna,3,3,Italy_Bologna_r003_c003_x480_y480_s160,3,Italy_Bologna_r003_c004_x640_y480_s160,4,Italy_Bologna_r004_c003_x480_y640_s160,4,Italy_Bologna_r004_c004_x640_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c004_2x2,train,Italy,Bologna,3,4,Italy_Bologna_r003_c004_x640_y480_s160,4,Italy_Bologna_r003_c005_x800_y480_s160,4,Italy_Bologna_r004_c004_x640_y640_s160,4,Italy_Bologna_r004_c005_x800_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c005_2x2,train,Italy,Bologna,3,5,Italy_Bologna_r003_c005_x800_y480_s160,4,Italy_Bologna_r003_c006_x960_y480_s160,4,Italy_Bologna_r004_c005_x800_y640_s160,4,Italy_Bologna_r004_c006_x960_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c006_2x2,train,Italy,Bologna,3,6,Italy_Bologna_r003_c006_x960_y480_s160,4,Italy_Bologna_r003_c007_x1120_y480_s160,3,Italy_Bologna_r004_c006_x960_y640_s160,4,Italy_Bologna_r004_c007_x1120_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c007_2x2,train,Italy,Bologna,3,7,Italy_Bologna_r003_c007_x1120_y480_s160,3,Italy_Bologna_r003_c008_x1280_y480_s160,3,Italy_Bologna_r004_c007_x1120_y640_s160,4,Italy_Bologna_r004_c008_x1280_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c008_2x2,train,Italy,Bologna,3,8,Italy_Bologna_r003_c008_x1280_y480_s160,3,Italy_Bologna_r003_c009_x1440_y480_s160,3,Italy_Bologna_r004_c008_x1280_y640_s160,4,Italy_Bologna_r004_c009_x1440_y640_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r003_c009_2x2,train,Italy,Bologna,3,9,Italy_Bologna_r003_c009_x1440_y480_s160,3,Italy_Bologna_r003_c010_x1600_y480_s160,3,Italy_Bologna_r004_c009_x1440_y640_s160,4,Italy_Bologna_r004_c010_x1600_y640_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r003_c010_2x2,train,Italy,Bologna,3,10,Italy_Bologna_r003_c010_x1600_y480_s160,3,Italy_Bologna_r003_c011_x1760_y480_s160,3,Italy_Bologna_r004_c010_x1600_y640_s160,3,Italy_Bologna_r004_c011_x1760_y640_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r003_c011_2x2,train,Italy,Bologna,3,11,Italy_Bologna_r003_c011_x1760_y480_s160,3,Italy_Bologna_r003_c012_x1794_y480_s160,3,Italy_Bologna_r004_c011_x1760_y640_s160,3,Italy_Bologna_r004_c012_x1794_y640_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r004_c000_2x2,train,Italy,Bologna,4,0,Italy_Bologna_r004_c000_x0_y640_s160,3,Italy_Bologna_r004_c001_x160_y640_s160,4,Italy_Bologna_r005_c000_x0_y800_s160,3,Italy_Bologna_r005_c001_x160_y800_s160,4,4,4,true,true,true,true,true
Italy_Bologna_r004_c001_2x2,train,Italy,Bologna,4,1,Italy_Bologna_r004_c001_x160_y640_s160,4,Italy_Bologna_r004_c002_x320_y640_s160,4,Italy_Bologna_r005_c001_x160_y800_s160,4,Italy_Bologna_r005_c002_x320_y800_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r004_c002_2x2,train,Italy,Bologna,4,2,Italy_Bologna_r004_c002_x320_y640_s160,4,Italy_Bologna_r004_c003_x480_y640_s160,4,Italy_Bologna_r005_c002_x320_y800_s160,3,Italy_Bologna_r005_c003_x480_y800_s160,4,4,4,true,true,true,true,true
Italy_Bologna_r004_c003_2x2,train,Italy,Bologna,4,3,Italy_Bologna_r004_c003_x480_y640_s160,4,Italy_Bologna_r004_c004_x640_y640_s160,4,Italy_Bologna_r005_c003_x480_y800_s160,4,Italy_Bologna_r005_c004_x640_y800_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r004_c004_2x2,train,Italy,Bologna,4,4,Italy_Bologna_r004_c004_x640_y640_s160,4,Italy_Bologna_r004_c005_x800_y640_s160,4,Italy_Bologna_r005_c004_x640_y800_s160,4,Italy_Bologna_r005_c005_x800_y800_s160,4,4,4,true,true,true,true,true
Italy_Bologna_r004_c005_2x2,train,Italy,Bologna,4,5,Italy_Bologna_r004_c005_x800_y640_s160,4,Italy_Bologna_r004_c006_x960_y640_s160,4,Italy_Bologna_r005_c005_x800_y800_s160,4,Italy_Bologna_r005_c006_x960_y800_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r004_c006_2x2,train,Italy,Bologna,4,6,Italy_Bologna_r004_c006_x960_y640_s160,4,Italy_Bologna_r004_c007_x1120_y640_s160,4,Italy_Bologna_r005_c006_x960_y800_s160,4,Italy_Bologna_r005_c007_x1120_y800_s160,4,4,4,true,true,true,true,true
Italy_Bologna_r004_c007_2x2,train,Italy,Bologna,4,7,Italy_Bologna_r004_c007_x1120_y640_s160,4,Italy_Bologna_r004_c008_x1280_y640_s160,4,Italy_Bologna_r005_c007_x1120_y800_s160,4,Italy_Bologna_r005_c008_x1280_y800_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r004_c008_2x2,train,Italy,Bologna,4,8,Italy_Bologna_r004_c008_x1280_y640_s160,4,Italy_Bologna_r004_c009_x1440_y640_s160,4,Italy_Bologna_r005_c008_x1280_y800_s160,4,Italy_Bologna_r005_c009_x1440_y800_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r004_c009_2x2,train,Italy,Bologna,4,9,Italy_Bologna_r004_c009_x1440_y640_s160,4,Italy_Bologna_r004_c010_x1600_y640_s160,3,Italy_Bologna_r005_c009_x1440_y800_s160,3,Italy_Bologna_r005_c010_x1600_y800_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r004_c010_2x2,train,Italy,Bologna,4,10,Italy_Bologna_r004_c010_x1600_y640_s160,3,Italy_Bologna_r004_c011_x1760_y640_s160,3,Italy_Bologna_r005_c010_x1600_y800_s160,3,Italy_Bologna_r005_c011_x1760_y800_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r004_c011_2x2,train,Italy,Bologna,4,11,Italy_Bologna_r004_c011_x1760_y640_s160,3,Italy_Bologna_r004_c012_x1794_y640_s160,3,Italy_Bologna_r005_c011_x1760_y800_s160,3,Italy_Bologna_r005_c012_x1794_y800_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c000_2x2,train,Italy,Bologna,5,0,Italy_Bologna_r005_c000_x0_y800_s160,3,Italy_Bologna_r005_c001_x160_y800_s160,4,Italy_Bologna_r006_c000_x0_y960_s160,4,Italy_Bologna_r006_c001_x160_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c001_2x2,train,Italy,Bologna,5,1,Italy_Bologna_r005_c001_x160_y800_s160,4,Italy_Bologna_r005_c002_x320_y800_s160,3,Italy_Bologna_r006_c001_x160_y960_s160,3,Italy_Bologna_r006_c002_x320_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c002_2x2,train,Italy,Bologna,5,2,Italy_Bologna_r005_c002_x320_y800_s160,3,Italy_Bologna_r005_c003_x480_y800_s160,4,Italy_Bologna_r006_c002_x320_y960_s160,3,Italy_Bologna_r006_c003_x480_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c003_2x2,train,Italy,Bologna,5,3,Italy_Bologna_r005_c003_x480_y800_s160,4,Italy_Bologna_r005_c004_x640_y800_s160,4,Italy_Bologna_r006_c003_x480_y960_s160,3,Italy_Bologna_r006_c004_x640_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c004_2x2,train,Italy,Bologna,5,4,Italy_Bologna_r005_c004_x640_y800_s160,4,Italy_Bologna_r005_c005_x800_y800_s160,4,Italy_Bologna_r006_c004_x640_y960_s160,3,Italy_Bologna_r006_c005_x800_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c005_2x2,train,Italy,Bologna,5,5,Italy_Bologna_r005_c005_x800_y800_s160,4,Italy_Bologna_r005_c006_x960_y800_s160,4,Italy_Bologna_r006_c005_x800_y960_s160,3,Italy_Bologna_r006_c006_x960_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c006_2x2,train,Italy,Bologna,5,6,Italy_Bologna_r005_c006_x960_y800_s160,4,Italy_Bologna_r005_c007_x1120_y800_s160,4,Italy_Bologna_r006_c006_x960_y960_s160,3,Italy_Bologna_r006_c007_x1120_y960_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r005_c007_2x2,train,Italy,Bologna,5,7,Italy_Bologna_r005_c007_x1120_y800_s160,4,Italy_Bologna_r005_c008_x1280_y800_s160,4,Italy_Bologna_r006_c007_x1120_y960_s160,4,Italy_Bologna_r006_c008_x1280_y960_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r005_c008_2x2,train,Italy,Bologna,5,8,Italy_Bologna_r005_c008_x1280_y800_s160,4,Italy_Bologna_r005_c009_x1440_y800_s160,3,Italy_Bologna_r006_c008_x1280_y960_s160,4,Italy_Bologna_r006_c009_x1440_y960_s160,4,4,4,true,true,true,false,false
Italy_Bologna_r005_c009_2x2,train,Italy,Bologna,5,9,Italy_Bologna_r005_c009_x1440_y800_s160,3,Italy_Bologna_r005_c010_x1600_y800_s160,3,Italy_Bologna_r006_c009_x1440_y960_s160,4,Italy_Bologna_r006_c010_x1600_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c010_2x2,train,Italy,Bologna,5,10,Italy_Bologna_r005_c010_x1600_y800_s160,3,Italy_Bologna_r005_c011_x1760_y800_s160,3,Italy_Bologna_r006_c010_x1600_y960_s160,3,Italy_Bologna_r006_c011_x1760_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r005_c011_2x2,train,Italy,Bologna,5,11,Italy_Bologna_r005_c011_x1760_y800_s160,3,Italy_Bologna_r005_c012_x1794_y800_s160,3,Italy_Bologna_r006_c011_x1760_y960_s160,3,Italy_Bologna_r006_c012_x1794_y960_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r006_c000_2x2,train,Italy,Bologna,6,0,Italy_Bologna_r006_c000_x0_y960_s160,4,Italy_Bologna_r006_c001_x160_y960_s160,3,Italy_Bologna_r007_c000_x0_y1120_s160,3,Italy_Bologna_r007_c001_x160_y1120_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r006_c001_2x2,train,Italy,Bologna,6,1,Italy_Bologna_r006_c001_x160_y960_s160,3,Italy_Bologna_r006_c002_x320_y960_s160,3,Italy_Bologna_r007_c001_x160_y1120_s160,3,Italy_Bologna_r007_c002_x320_y1120_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r006_c002_2x2,train,Italy,Bologna,6,2,Italy_Bologna_r006_c002_x320_y960_s160,3,Italy_Bologna_r006_c003_x480_y960_s160,3,Italy_Bologna_r007_c002_x320_y1120_s160,3,Italy_Bologna_r007_c003_x480_y1120_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r006_c003_2x2,train,Italy,Bologna,6,3,Italy_Bologna_r006_c003_x480_y960_s160,3,Italy_Bologna_r006_c004_x640_y960_s160,3,Italy_Bologna_r007_c003_x480_y1120_s160,3,Italy_Bologna_r007_c004_x640_y1120_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r006_c004_2x2,train,Italy,Bologna,6,4,Italy_Bologna_r006_c004_x640_y960_s160,3,Italy_Bologna_r006_c005_x800_y960_s160,3,Italy_Bologna_r007_c004_x640_y1120_s160,3,Italy_Bologna_r007_c005_x800_y1120_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r006_c005_2x2,train,Italy,Bologna,6,5,Italy_Bologna_r006_c005_x800_y960_s160,3,Italy_Bologna_r006_c006_x960_y960_s160,3,Italy_Bologna_r007_c005_x800_y1120_s160,3,Italy_Bologna_r007_c006_x960_y1120_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r006_c006_2x2,train,Italy,Bologna,6,6,Italy_Bologna_r006_c006_x960_y960_s160,3,Italy_Bologna_r006_c007_x1120_y960_s160,4,Italy_Bologna_r007_c006_x960_y1120_s160,3,Italy_Bologna_r007_c007_x1120_y1120_s160,4,4,4,true,true,true,true,true
Italy_Bologna_r006_c007_2x2,train,Italy,Bologna,6,7,Italy_Bologna_r006_c007_x1120_y960_s160,4,Italy_Bologna_r006_c008_x1280_y960_s160,4,Italy_Bologna_r007_c007_x1120_y1120_s160,4,Italy_Bologna_r007_c008_x1280_y1120_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r006_c008_2x2,train,Italy,Bologna,6,8,Italy_Bologna_r006_c008_x1280_y960_s160,4,Italy_Bologna_r006_c009_x1440_y960_s160,4,Italy_Bologna_r007_c008_x1280_y1120_s160,3,Italy_Bologna_r007_c009_x1440_y1120_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r006_c009_2x2,train,Italy,Bologna,6,9,Italy_Bologna_r006_c009_x1440_y960_s160,4,Italy_Bologna_r006_c010_x1600_y960_s160,3,Italy_Bologna_r007_c009_x1440_y1120_s160,3,Italy_Bologna_r007_c010_x1600_y1120_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r006_c010_2x2,train,Italy,Bologna,6,10,Italy_Bologna_r006_c010_x1600_y960_s160,3,Italy_Bologna_r006_c011_x1760_y960_s160,3,Italy_Bologna_r007_c010_x1600_y1120_s160,3,Italy_Bologna_r007_c011_x1760_y1120_s160,3,4,4,true,true,true,true,true
Italy_Bologna_r006_c011_2x2,train,Italy,Bologna,6,11,Italy_Bologna_r006_c011_x1760_y960_s160,3,Italy_Bologna_r006_c012_x1794_y960_s160,3,Italy_Bologna_r007_c011_x1760_y1120_s160,3,Italy_Bologna_r007_c012_x1794_y1120_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c000_2x2,train,Italy,Bologna,7,0,Italy_Bologna_r007_c000_x0_y1120_s160,3,Italy_Bologna_r007_c001_x160_y1120_s160,3,Italy_Bologna_r008_c000_x0_y1280_s160,3,Italy_Bologna_r008_c001_x160_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c001_2x2,train,Italy,Bologna,7,1,Italy_Bologna_r007_c001_x160_y1120_s160,3,Italy_Bologna_r007_c002_x320_y1120_s160,3,Italy_Bologna_r008_c001_x160_y1280_s160,3,Italy_Bologna_r008_c002_x320_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c002_2x2,train,Italy,Bologna,7,2,Italy_Bologna_r007_c002_x320_y1120_s160,3,Italy_Bologna_r007_c003_x480_y1120_s160,3,Italy_Bologna_r008_c002_x320_y1280_s160,3,Italy_Bologna_r008_c003_x480_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c003_2x2,train,Italy,Bologna,7,3,Italy_Bologna_r007_c003_x480_y1120_s160,3,Italy_Bologna_r007_c004_x640_y1120_s160,3,Italy_Bologna_r008_c003_x480_y1280_s160,3,Italy_Bologna_r008_c004_x640_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c004_2x2,train,Italy,Bologna,7,4,Italy_Bologna_r007_c004_x640_y1120_s160,3,Italy_Bologna_r007_c005_x800_y1120_s160,3,Italy_Bologna_r008_c004_x640_y1280_s160,3,Italy_Bologna_r008_c005_x800_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c005_2x2,train,Italy,Bologna,7,5,Italy_Bologna_r007_c005_x800_y1120_s160,3,Italy_Bologna_r007_c006_x960_y1120_s160,3,Italy_Bologna_r008_c005_x800_y1280_s160,3,Italy_Bologna_r008_c006_x960_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c006_2x2,train,Italy,Bologna,7,6,Italy_Bologna_r007_c006_x960_y1120_s160,3,Italy_Bologna_r007_c007_x1120_y1120_s160,4,Italy_Bologna_r008_c006_x960_y1280_s160,3,Italy_Bologna_r008_c007_x1120_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c007_2x2,train,Italy,Bologna,7,7,Italy_Bologna_r007_c007_x1120_y1120_s160,4,Italy_Bologna_r007_c008_x1280_y1120_s160,3,Italy_Bologna_r008_c007_x1120_y1280_s160,3,Italy_Bologna_r008_c008_x1280_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c008_2x2,train,Italy,Bologna,7,8,Italy_Bologna_r007_c008_x1280_y1120_s160,3,Italy_Bologna_r007_c009_x1440_y1120_s160,3,Italy_Bologna_r008_c008_x1280_y1280_s160,3,Italy_Bologna_r008_c009_x1440_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c009_2x2,train,Italy,Bologna,7,9,Italy_Bologna_r007_c009_x1440_y1120_s160,3,Italy_Bologna_r007_c010_x1600_y1120_s160,3,Italy_Bologna_r008_c009_x1440_y1280_s160,3,Italy_Bologna_r008_c010_x1600_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c010_2x2,train,Italy,Bologna,7,10,Italy_Bologna_r007_c010_x1600_y1120_s160,3,Italy_Bologna_r007_c011_x1760_y1120_s160,3,Italy_Bologna_r008_c010_x1600_y1280_s160,3,Italy_Bologna_r008_c011_x1760_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r007_c011_2x2,train,Italy,Bologna,7,11,Italy_Bologna_r007_c011_x1760_y1120_s160,3,Italy_Bologna_r007_c012_x1794_y1120_s160,3,Italy_Bologna_r008_c011_x1760_y1280_s160,3,Italy_Bologna_r008_c012_x1794_y1280_s160,3,4,4,true,true,true,false,false
Italy_Bologna_r008_c000_2x2,train,Italy,Bologna,8,0,Italy_Bologna_r008_c000_x0_y1280_s160,3,Italy_Bologna_r008_c001_x160_y1280_s160,3,Italy_Bologna_r009_c000_x0_y1281_s160,3,Italy_Bologna_r009_c001_x160_y1281_s160,3,4,4,true,true,true,true,true
